chr	start	end	silencer
chr18	44212816	44213016	0
chr11	16510196	16510396	0
chr5	177933115	177933315	0
chr1	194545416	194545616	0
chr2	172609555	172609755	0
chr8	105848145	105848345	0
chr7	39912676	39912876	0
chr6	13199135	13199335	0
chr7	130893555	130893755	0
chr15	26121535	26121735	0
chr1	37740936	37741136	0
chr17	51447976	51448176	0
chr20	726656	726856	0
chr11	6754335	6754535	0
chr16	87751438	87751638	0
chr1	190007016	190007216	0
chr5	148237155	148237355	0
chr6	158115295	158115495	0
chr20	61691675	61691875	0
chr5	108575176	108575376	0
chr12	70372065	70372265	0
chr8	16369046	16369246	0
chr3	86708316	86708516	0
chr5	121997296	121997496	0
chr6	136032756	136032956	0
chr12	43287676	43287876	0
chr11	76847695	76847895	0
chr1	1060475	1060675	0
chr2	42126435	42126635	0
chr17	33957656	33957856	0
chr5	75993836	75994036	0
chr5	163197756	163197956	0
chr16	72675756	72675956	0
chr10	97330716	97330916	0
chr7	1603726	1603926	0
chr1	71465556	71465756	0
chr2	231721335	231721535	0
chr1	219697776	219697976	0
chr7	23298656	23298856	0
chr3	165518856	165519056	0
chr11	15821655	15821855	0
chr8	79901056	79901256	0
chr6	160507860	160508060	0
chr9	108045055	108045255	0
chr12	102428676	102428876	0
chr10	118946956	118947156	0
chr12	128597656	128597856	0
chr3	130215166	130215366	0
chr7	1000655	1000855	0
chr19	49417566	49417766	0
chr12	80244516	80244716	0
chr11	64188835	64189035	0
chr7	133975155	133975355	0
chr6	142065776	142065976	0
chr16	33596475	33596675	0
chr10	61448835	61449035	0
chr8	23688676	23688876	0
chr1	208293235	208293435	0
chr1	33369055	33369255	0
chr1	237289620	237289820	0
chr10	63040675	63040875	0
chr1	1951660	1951860	0
chr12	24817215	24817415	0
chr12	111970656	111970856	0
chr3	64787675	64787875	0
chr19	11601925	11602125	0
chr22	22975985	22976185	0
chr7	69988996	69989196	0
chr12	118536175	118536375	0
chr7	35871496	35871696	0
chr16	87439016	87439216	0
chr3	87907356	87907556	0
chr1	21611476	21611676	0
chr12	45829706	45829906	0
chr5	81741855	81742055	0
chr6	44408895	44409095	0
chr3	97620596	97620796	0
chr18	51822355	51822555	0
chr19	3834200	3834400	0
chr8	59613376	59613576	0
chr6	14885695	14885895	0
chr21	21202826	21203026	0
chr19	7723355	7723555	0
chr12	46029956	46030156	0
chr5	176397326	176397526	0
chr7	32604266	32604466	0
chr7	71906855	71907055	0
chr2	114367315	114367515	0
chr20	52409595	52409795	0
chr5	22560336	22560536	0
chr6	160177055	160177255	0
chr15	59239516	59239716	0
chr16	25830815	25831015	0
chr5	103407686	103407886	0
chr9	86059095	86059295	0
chr13	87778316	87778516	0
chr19	4527475	4527675	0
chr17	66977496	66977696	0
chr4	189117376	189117576	0
chr21	43248760	43248960	0
chr5	37263055	37263255	0
chr18	717085	717285	0
chr12	24708795	24708995	0
chr11	957200	957400	0
chr17	31020226	31020426	0
chr7	112556235	112556435	0
chr3	143918796	143918996	0
chr18	59753086	59753286	0
chr12	21513456	21513656	0
chr3	98233956	98234156	0
chr3	76992316	76992516	0
chr4	82060936	82061136	0
chr17	38354386	38354586	0
chr10	134314655	134314855	0
chr8	14790556	14790756	0
chr10	62609035	62609235	0
chr17	72235436	72235636	0
chr6	105453376	105453576	0
chr2	13621455	13621655	0
chr1	113655615	113655815	0
chr6	154746236	154746436	0
chr7	13572096	13572296	0
chr1	48337536	48337736	0
chr5	108154396	108154596	0
chr6	119191496	119191696	0
chr8	60788486	60788686	0
chr2	202331116	202331316	0
chr11	3102656	3102856	0
chr19	11933816	11934016	0
chr11	130148246	130148446	0
chr2	37327296	37327496	0
chr5	120617356	120617556	0
chr17	116	316	0
chr6	90033955	90034155	0
chr7	152785775	152785975	0
chr8	139208036	139208236	0
chr17	2220195	2220395	0
chr2	81637676	81637876	0
chr18	12724155	12724355	0
chr11	3732056	3732256	0
chr3	155484095	155484295	0
chr3	121277976	121278176	0
chr12	32749235	32749435	0
chr6	52577716	52577916	0
chr8	29140495	29140695	0
chr3	183498076	183498276	0
chr19	12622800	12623000	0
chr21	20994276	20994476	0
chr9	70950835	70951035	0
chr1	236247295	236247495	0
chr6	144678195	144678395	0
chr8	42231916	42232116	0
chr10	69998955	69999155	0
chr18	2754435	2754635	0
chr12	104666076	104666276	0
chr1	8709115	8709315	0
chr8	126609035	126609235	0
chr2	209692366	209692566	0
chr10	64883895	64884095	0
chr19	2018086	2018286	0
chr17	41058955	41059155	0
chrX	102637915	102638115	0
chr1	150680396	150680596	0
chr16	17871416	17871616	0
chr6	161607920	161608120	0
chr7	13590566	13590766	0
chr1	29417275	29417475	0
chr7	99496536	99496736	0
chr20	56362360	56362560	0
chr6	161724555	161724755	0
chr3	33909635	33909835	0
chr5	21159916	21160116	0
chr11	3670636	3670836	0
chr11	67390356	67390556	0
chr22	18535355	18535555	0
chr1	1234395	1234595	0
chr12	102445356	102445556	0
chr1	2614540	2614740	0
chr2	27024315	27024515	0
chr7	133752975	133753175	0
chr7	142671735	142671935	0
chr11	98347216	98347416	0
chr1	88258656	88258856	0
chr6	97671876	97672076	0
chr19	9804986	9805186	0
chr5	159443816	159444016	0
chr6	136676035	136676235	0
chr19	5697315	5697515	0
chr4	80179895	80180095	0
chr18	3827335	3827535	0
chr12	113569415	113569615	0
chr6	135761375	135761575	0
chr22	17726375	17726575	0
chr7	73272315	73272515	0
chr10	114362956	114363156	0
chr6	13830975	13831175	0
chr3	132832456	132832656	0
chr10	30536435	30536635	0
chr15	83525295	83525495	0
chr19	10571875	10572075	0
chr14	105003575	105003775	0
chr20	5707726	5707926	0
chr14	25395075	25395275	0
chr15	26876316	26876516	0
chr10	102440415	102440615	0
chr2	48930796	48930996	0
chr11	965275	965475	0
chrX	3078176	3078376	0
chr1	93559476	93559676	0
chr7	100257156	100257356	0
chr11	11061196	11061396	0
chr18	45780695	45780895	0
chr3	191169676	191169876	0
chr2	156993165	156993365	0
chr1	24224276	24224476	0
chr21	25726416	25726616	0
chr2	12747535	12747735	0
chr7	61315	61515	0
chr5	171513836	171514036	0
chr17	15355136	15355336	0
chr6	131394856	131395056	0
chr4	36615716	36615916	0
chr6	43001215	43001415	0
chr1	31621936	31622136	0
chr3	195055775	195055975	0
chr3	77345896	77346096	0
chr14	31006735	31006935	0
chr15	22681935	22682135	0
chr1	54992316	54992516	0
chr13	112723480	112723680	0
chr17	3436060	3436260	0
chr5	145450815	145451015	0
chr12	72126916	72127116	0
chr19	4317015	4317215	0
chr15	38805205	38805405	0
chr5	83063356	83063556	0
chr6	137271855	137272055	0
chr7	73548676	73548876	0
chr1	236983436	236983636	0
chr6	141194135	141194335	0
chr2	12211575	12211775	0
chr5	64293896	64294096	0
chr21	20034236	20034436	0
chr6	123678446	123678646	0
chr19	1990306	1990506	0
chr1	233030455	233030655	0
chr17	58230015	58230215	0
chr10	76666415	76666615	0
chr6	169825675	169825875	0
chr19	47509216	47509416	0
chr1	185691296	185691496	0
chr19	5155716	5155916	0
chr1	242349096	242349296	0
chr1	18337556	18337756	0
chr17	33491135	33491335	0
chr15	90924516	90924716	0
chr8	15014016	15014216	0
chr19	13740656	13740856	0
chr9	130795435	130795635	0
chr2	63012495	63012695	0
chr4	45690396	45690596	0
chr3	120697876	120698076	0
chr5	149752275	149752475	0
chr1	97205835	97206035	0
chr3	180702816	180703016	0
chr1	56089116	56089316	0
chr7	102665036	102665236	0
chr2	96607316	96607516	0
chr14	22675976	22676176	0
chr17	32080575	32080775	0
chr2	152895275	152895475	0
chr5	88250396	88250596	0
chr5	29174576	29174776	0
chr6	111676056	111676256	0
chr6	158724515	158724715	0
chr1	247284815	247285015	0
chr11	61168416	61168616	0
chr7	136682796	136682996	0
chr3	60986016	60986216	0
chr22	50822036	50822236	0
chr12	117925096	117925296	0
chr5	28748616	28748816	0
chr18	29311655	29311855	0
chr12	71529635	71529835	0
chr6	141371776	141371976	0
chr12	120929215	120929415	0
chr17	3614355	3614555	0
chr19	46792536	46792736	0
chr11	97331236	97331436	0
chr7	55936856	55937056	0
chr3	70116776	70116976	0
chr2	170628225	170628425	0
chr1	244238975	244239175	0
chr20	21299796	21299996	0
chr11	77437706	77437906	0
chr19	4600365	4600565	0
chr6	119134216	119134416	0
chr1	190833376	190833576	0
chr22	20990295	20990495	0
chr3	46885675	46885875	0
chr4	117426596	117426796	0
chr19	29892055	29892255	0
chr1	186672056	186672256	0
chr15	93754376	93754576	0
chr21	9653315	9653515	0
chr9	78905295	78905495	0
chrX	119751975	119752175	0
chr4	23043216	23043416	0
chr12	19581236	19581436	0
chr17	15283815	15284015	0
chr2	198093306	198093506	0
chr2	183609285	183609485	0
chr7	63947576	63947776	0
chr12	45707896	45708096	0
chr8	116838786	116838986	0
chr1	165287575	165287775	0
chr8	25623696	25623896	0
chr19	34965136	34965336	0
chr4	129895396	129895596	0
chr15	72809196	72809396	0
chr2	113041216	113041416	0
chr1	51163815	51164015	0
chr20	1265546	1265746	0
chr7	91125696	91125896	0
chr7	135848095	135848295	0
chr2	83279016	83279216	0
chr3	59829536	59829736	0
chr19	31899556	31899756	0
chr1	194649656	194649856	0
chr16	62724016	62724216	0
chr10	86704036	86704236	0
chr5	88309636	88309836	0
chr6	79585326	79585526	0
chr1	96984356	96984556	0
chr19	8308016	8308216	0
chr2	188270015	188270215	0
chr6	168609625	168609825	0
chrX	63756736	63756936	0
chr1	246954520	246954720	0
chr5	85756196	85756396	0
chr17	68015516	68015716	0
chr2	124468836	124469036	0
chr12	63464376	63464576	0
chr3	112877115	112877315	0
chr15	62177976	62178176	0
chr1	89579016	89579216	0
chr7	144633535	144633735	0
chr2	69271660	69271860	0
chr7	142591795	142591995	0
chr5	108433296	108433496	0
chr5	139655836	139656036	0
chr7	69902095	69902295	0
chr1	201389455	201389655	0
chr2	32396256	32396456	0
chr15	43021280	43021480	0
chr6	122911836	122912036	0
chr11	108304336	108304536	0
chr5	147977156	147977356	0
chr1	200799605	200799805	0
chr14	78849415	78849615	0
chr1	202720535	202720735	0
chr6	7450225	7450425	0
chrX	23575356	23575556	0
chr5	128268776	128268976	0
chrX	118161835	118162035	0
chr16	13228776	13228976	0
chr5	81615195	81615395	0
chr5	177116036	177116236	0
chr12	113388215	113388415	0
chr7	43872036	43872236	0
chr2	223256716	223256916	0
chr6	84909796	84909996	0
chr1	36686776	36686976	0
chr17	76624335	76624535	0
chr12	22079516	22079716	0
chr12	113398995	113399195	0
chr17	64567036	64567236	0
chr5	27009756	27009956	0
chr1	190527596	190527796	0
chr19	10172535	10172735	0
chr11	63812015	63812215	0
chr9	34171816	34172016	0
chr1	225837295	225837495	0
chr6	113255196	113255396	0
chr6	88263256	88263456	0
chr3	150430195	150430395	0
chr14	67105536	67105736	0
chr11	60056196	60056396	0
chr5	119488215	119488415	0
chr2	38546755	38546955	0
chr18	51627276	51627476	0
chr12	48703216	48703416	0
chr2	209351596	209351796	0
chr2	82863356	82863556	0
chr1	213340475	213340675	0
chr3	87382638	87382838	0
chr12	45421566	45421766	0
chr1	61771096	61771296	0
chr19	5200736	5200936	0
chr2	151665515	151665715	0
chr7	136688316	136688516	0
chr7	131088155	131088355	0
chr6	29452675	29452875	0
chr2	170361240	170361440	0
chr15	43937516	43937716	0
chr11	106057466	106057666	0
chr6	166158075	166158275	0
chr8	37879996	37880196	0
chr11	124069775	124069975	0
chr17	29114416	29114616	0
chr7	133559895	133560095	0
chr6	9936996	9937196	0
chr19	36642716	36642916	0
chr7	65712475	65712675	0
chr17	28694836	28695036	0
chr8	30823815	30824015	0
chr5	32204295	32204495	0
chr17	42537096	42537296	0
chr5	137484546	137484746	0
chr17	11639996	11640196	0
chr7	26171695	26171895	0
chr11	564096	564296	0
chr2	188668655	188668855	0
chr1	181826216	181826416	0
chr11	124516185	124516385	0
chr7	151787116	151787316	0
chr15	80910835	80911035	0
chr10	31293916	31294116	0
chr7	19503996	19504196	0
chr11	32234856	32235056	0
chr5	76676555	76676755	0
chr17	37956855	37957055	0
chr5	128327436	128327636	0
chr6	146621796	146621996	0
chr20	52449855	52450055	0
chr11	91605016	91605216	0
chr6	10970935	10971135	0
chr3	47669675	47669875	0
chr1	194945136	194945336	0
chr2	135394395	135394595	0
chr2	14860535	14860735	0
chr10	86095495	86095695	0
chr11	109543176	109543376	0
chr12	7754986	7755186	0
chr11	109728966	109729166	0
chr6	268135	268335	0
chr1	181687256	181687456	0
chr6	151840136	151840336	0
chr19	252895	253095	0
chr1	246622496	246622696	0
chr17	49217376	49217576	0
chr2	26603135	26603335	0
chr9	137764416	137764616	0
chr2	215458656	215458856	0
chr7	151903036	151903236	0
chr14	75478055	75478255	0
chr2	181456095	181456295	0
chr12	92236216	92236416	0
chr1	156000396	156000596	0
chr11	94427795	94427995	0
chr10	102378555	102378755	0
chr3	129408416	129408616	0
chr9	116027375	116027575	0
chr21	10606600	10606800	0
chr15	98383815	98384015	0
chr16	87860995	87861195	0
chr22	38766615	38766815	0
chr8	133029796	133029996	0
chr3	101264776	101264976	0
chr3	183406776	183406976	0
chr8	86508356	86508556	0
chr17	26149255	26149455	0
chr20	17834995	17835195	0
chr9	114369975	114370175	0
chr11	16245215	16245415	0
chr7	37244156	37244356	0
chr21	31263515	31263715	0
chr16	21693426	21693626	0
chr3	124898575	124898775	0
chr12	115630295	115630495	0
chr21	21466226	21466426	0
chr11	71475956	71476156	0
chr17	13486146	13486346	0
chr11	6755015	6755215	0
chr20	18629756	18629956	0
chr2	84461356	84461556	0
chr2	62494496	62494696	0
chr7	67181656	67181856	0
chr2	186508255	186508455	0
chr12	68894835	68895035	0
chr6	71163696	71163896	0
chr1	15726235	15726435	0
chr10	43118015	43118215	0
chr11	175735	175935	0
chr6	125256186	125256386	0
chr22	17867295	17867495	0
chr20	32446965	32447165	0
chr10	21519176	21519376	0
chr18	911125	911325	0
chr3	193398315	193398515	0
chr12	24004595	24004795	0
chr12	40299056	40299256	0
chr7	139089655	139089855	0
chr6	145125576	145125776	0
chr20	33749295	33749495	0
chr6	107175396	107175596	0
chr7	140902455	140902655	0
chr1	87349396	87349596	0
chr3	72673276	72673476	0
chr6	21167086	21167286	0
chr3	191202346	191202546	0
chr5	132426945	132427145	0
chr1	113453675	113453875	0
chr16	52631596	52631796	0
chr1	191971326	191971526	0
chr19	44918000	44918200	0
chr1	146711836	146712036	0
chr16	8177135	8177335	0
chr4	188929556	188929756	0
chr6	37713656	37713856	0
chr7	138543868	138544068	0
chr10	25452536	25452736	0
chr1	6157455	6157655	0
chr1	200770715	200770915	0
chr5	125782136	125782336	0
chr12	133172075	133172275	0
chr19	55829525	55829725	0
chr6	153248196	153248396	0
chr11	116298495	116298695	0
chr6	161323655	161323855	0
chr5	27741996	27742196	0
chr1	93157616	93157816	0
chr6	4108615	4108815	0
chr7	22225276	22225476	0
chr7	51347476	51347676	0
chr11	44269155	44269355	0
chr2	55878535	55878735	0
chr12	42581726	42581926	0
chr8	108175035	108175235	0
chr5	28765036	28765236	0
chr12	62747155	62747355	0
chr3	169407336	169407536	0
chr19	35554906	35555106	0
chr13	30845626	30845826	0
chr18	29316975	29317175	0
chr18	53339596	53339796	0
chr6	104894976	104895176	0
chr17	51546146	51546346	0
chr1	191035556	191035756	0
chr21	26314176	26314376	0
chr1	179959636	179959836	0
chr6	155407895	155408095	0
chr5	89392596	89392796	0
chr15	31254415	31254615	0
chr3	55182256	55182456	0
chr7	95271795	95271995	0
chr6	142154456	142154656	0
chr6	39226255	39226455	0
chr1	203887815	203888015	0
chr14	21349495	21349695	0
chr13	29539016	29539216	0
chr6	74415515	74415715	0
chr1	195020160	195020360	0
chr5	110088076	110088276	0
chr2	124454516	124454716	0
chr8	94920396	94920596	0
chr20	57044695	57044895	0
chr2	213823816	213824016	0
chr10	76418435	76418635	0
chr1	175032235	175032435	0
chr2	209184196	209184396	0
chr22	47449536	47449736	0
chr10	71754056	71754256	0
chr9	90971056	90971256	0
chr6	156017866	156018066	0
chr2	187801765	187801965	0
chr13	70368296	70368496	0
chr12	151815	152015	0
chr11	108269026	108269226	0
chrX	99979625	99979825	0
chr1	225766695	225766895	0
chr12	77507865	77508065	0
chr8	4851560	4851760	0
chrX	100596896	100597096	0
chr19	42500195	42500395	0
chr6	144959476	144959676	0
chr11	103777136	103777336	0
chr7	107119475	107119675	0
chr1	229431075	229431275	0
chr7	6347596	6347796	0
chr7	136836676	136836876	0
chr2	37148756	37148956	0
chr11	119667136	119667336	0
chr6	144755796	144755996	0
chr16	18768156	18768356	0
chr8	50311336	50311536	0
chr1	4113180	4113380	0
chr7	113235036	113235236	0
chr7	7625816	7626016	0
chr5	42749495	42749695	0
chr12	23412215	23412415	0
chr6	154969785	154969985	0
chr2	109333156	109333356	0
chr2	188699735	188699935	0
chr2	183669495	183669695	0
chr8	61210396	61210596	0
chr6	51297386	51297586	0
chr7	72375416	72375616	0
chr11	32598095	32598295	0
chr2	47781765	47781965	0
chr9	137760975	137761175	0
chr1	7717575	7717775	0
chr6	122970546	122970746	0
chr5	107521016	107521216	0
chr5	81065015	81065215	0
chr7	96345056	96345256	0
chr1	11186655	11186855	0
chr13	82981396	82981596	0
chr14	92061776	92061976	0
chr7	64234696	64234896	0
chr6	123871266	123871466	0
chr12	123160855	123161055	0
chr6	108619936	108620136	0
chr20	61960195	61960395	0
chr6	98489916	98490116	0
chr10	115299616	115299816	0
chr2	170629285	170629485	0
chr9	6384856	6385056	0
chr12	16092136	16092336	0
chr6	35555155	35555355	0
chr6	147715555	147715755	0
chr1	55217895	55218095	0
chr15	56330235	56330435	0
chr7	75227136	75227336	0
chr6	155504355	155504555	0
chr3	112500536	112500736	0
chr2	176098775	176098975	0
chr8	124345136	124345336	0
chr17	12251886	12252086	0
chr10	36005076	36005276	0
chr5	121273556	121273756	0
chr12	22940675	22940875	0
chr1	190610256	190610456	0
chr12	123144195	123144395	0
chr12	52121975	52122175	0
chr17	33605556	33605756	0
chr12	112535476	112535676	0
chr3	160303256	160303456	0
chr12	121928916	121929116	0
chr1	155711816	155712016	0
chr17	57070036	57070236	0
chr6	29443015	29443215	0
chr18	10949735	10949935	0
chr19	18171425	18171625	0
chr12	110967476	110967676	0
chr1	86769036	86769236	0
chr7	64610335	64610535	0
chr2	73740576	73740776	0
chr3	156696695	156696895	0
chr12	106768916	106769116	0
chr2	58104495	58104695	0
chr4	135393836	135394036	0
chr5	150689496	150689696	0
chr5	30198555	30198755	0
chr12	69015	69215	0
chr20	49054465	49054665	0
chr3	23706035	23706235	0
chr1	29417475	29417675	0
chr7	99954016	99954216	0
chr4	46445096	46445296	0
chr11	43811996	43812196	0
chr4	103822936	103823136	0
chr18	575895	576095	0
chr7	77632135	77632335	0
chr12	110871056	110871256	0
chr7	44008015	44008215	0
chr7	10128716	10128916	0
chr1	194355796	194355996	0
chr21	47336255	47336455	0
chr9	101581115	101581315	0
chr6	134804236	134804436	0
chr2	83022656	83022856	0
chr11	96756566	96756766	0
chr12	111431375	111431575	0
chr2	234401456	234401656	0
chr2	24066016	24066216	0
chr7	51306876	51307076	0
chr6	113011756	113011956	0
chr1	235757115	235757315	0
chr19	45238276	45238476	0
chr17	28007135	28007335	0
chr11	3019446	3019646	0
chr2	72499076	72499276	0
chr12	79310716	79310916	0
chr17	39909796	39909996	0
chr5	179266576	179266776	0
chr10	135104580	135104780	0
chr15	45193376	45193576	0
chr7	139164395	139164595	0
chr19	15567796	15567996	0
chr6	144608795	144608995	0
chr1	189774956	189775156	0
chr3	118310396	118310596	0
chr8	93986056	93986256	0
chr19	4220815	4221015	0
chr3	64921756	64921956	0
chr1	10881375	10881575	0
chr4	165183096	165183296	0
chr22	43259336	43259536	0
chr19	6761135	6761335	0
chr12	6825756	6825956	0
chr2	131603360	131603560	0
chr19	33271375	33271575	0
chr2	243054176	243054376	0
chr12	85669196	85669396	0
chr17	40099956	40100156	0
chr10	89133956	89134156	0
chr11	126097435	126097635	0
chr11	6196735	6196935	0
chr17	17092956	17093156	0
chr6	24864675	24864875	0
chr10	13243226	13243426	0
chr15	83457340	83457540	0
chr4	142811556	142811756	0
chr9	42981596	42981796	0
chr6	108619736	108619936	0
chr16	263096	263296	0
chr12	12753895	12754095	0
chr1	221458496	221458696	0
chr1	227170680	227170880	0
chr2	42417335	42417535	0
chr9	79815466	79815666	0
chr8	125124415	125124615	0
chr15	42392455	42392655	0
chr7	13989156	13989356	0
chr5	114431836	114432036	0
chr18	31052596	31052796	0
chr2	348436	348636	0
chr1	88299156	88299356	0
chr10	76049735	76049935	0
chr16	16704496	16704696	0
chr12	27901695	27901895	0
chr14	73596456	73596656	0
chr3	77220346	77220546	0
chr10	102360056	102360256	0
chr11	563856	564056	0
chr5	143344376	143344576	0
chr6	76486596	76486796	0
chr7	51356986	51357186	0
chr7	133558705	133558905	0
chr11	517836	518036	0
chr2	82464536	82464736	0
chr11	113756676	113756876	0
chr1	174320395	174320595	0
chr6	107967515	107967715	0
chr19	3999065	3999265	0
chr19	29355655	29355855	0
chr16	29123275	29123475	0
chr3	185098285	185098485	0
chr7	148774126	148774326	0
chr18	71890375	71890575	0
chr8	141652436	141652636	0
chr8	22981135	22981335	0
chr16	27461995	27462195	0
chr5	29862316	29862516	0
chr16	12907236	12907436	0
chr7	67223816	67224016	0
chr20	55063716	55063916	0
chrX	3130076	3130276	0
chr2	209691826	209692026	0
chr7	35543936	35544136	0
chr13	19424756	19424956	0
chr10	104892675	104892875	0
chr3	111791295	111791495	0
chr8	27157335	27157535	0
chr2	82130456	82130656	0
chr6	7378835	7379035	0
chr22	48097756	48097956	0
chr1	17513276	17513476	0
chr8	16486076	16486276	0
chr2	234447516	234447716	0
chr17	62988556	62988756	0
chr7	148921876	148922076	0
chr19	56064115	56064315	0
chr3	38621920	38622120	0
chr7	23943376	23943576	0
chr7	26291835	26292035	0
chr2	237865076	237865276	0
chrX	16007115	16007315	0
chr8	40206396	40206596	0
chr4	119456816	119457016	0
chr17	32393616	32393816	0
chr10	5946396	5946596	0
chr6	74028166	74028366	0
chr17	40248015	40248215	0
chr8	15276455	15276655	0
chr9	37670295	37670495	0
chr4	156901946	156902146	0
chr17	13270556	13270756	0
chr5	29077666	29077866	0
chr1	230649595	230649795	0
chr19	55708265	55708465	0
chr6	50389286	50389486	0
chr3	56501175	56501375	0
chr13	41749756	41749956	0
chr8	16322136	16322336	0
chr12	120900155	120900355	0
chr6	143055095	143055295	0
chr8	87544116	87544316	0
chr22	50643076	50643276	0
chr1	50574435	50574635	0
chr18	2681995	2682195	0
chr5	1152768	1152968	0
chr6	159922775	159922975	0
chr7	156887635	156887835	0
chr11	47505466	47505666	0
chr19	45324635	45324835	0
chr7	79396956	79397156	0
chr2	47386840	47387040	0
chr20	47180060	47180260	0
chr6	105466556	105466756	0
chr9	663616	663816	0
chr17	5134655	5134855	0
chr8	42476096	42476296	0
chr2	136463936	136464136	0
chr3	57330275	57330475	0
chr12	6413096	6413296	0
chr20	760296	760496	0
chr19	2084016	2084216	0
chr20	37233575	37233775	0
chr12	32974716	32974916	0
chr3	17847115	17847315	0
chr3	516576	516776	0
chr5	138356196	138356396	0
chr15	50670146	50670346	0
chr1	173580420	173580620	0
chr10	45825555	45825755	0
chr15	65812635	65812835	0
chr14	41469596	41469796	0
chr2	27421195	27421395	0
chr2	146031336	146031536	0
chr1	19112216	19112416	0
chr19	8773616	8773816	0
chr22	17914015	17914215	0
chr11	94855095	94855295	0
chr19	38511036	38511236	0
chr5	57261896	57262096	0
chr19	36096036	36096236	0
chr2	87992516	87992716	0
chr17	35669366	35669566	0
chr6	157238485	157238685	0
chr22	43130516	43130716	0
chr19	45169116	45169316	0
chr7	71901176	71901376	0
chr7	14472616	14472816	0
chr1	190735636	190735836	0
chr6	140641916	140642116	0
chr8	42100676	42100876	0
chr12	112348496	112348696	0
chr7	67308616	67308816	0
chr7	140892020	140892220	0
chr6	161190320	161190520	0
chr7	30611996	30612196	0
chr5	103140476	103140676	0
chr5	103713476	103713676	0
chrX	140352356	140352556	0
chr5	115209176	115209376	0
chr8	75196576	75196776	0
chr12	70548955	70549155	0
chr6	74515416	74515616	0
chr3	50519475	50519675	0
chr11	64582466	64582666	0
chr12	43604315	43604515	0
chr2	174696555	174696755	0
chr3	105870856	105871056	0
chr2	174723055	174723255	0
chr8	136702256	136702456	0
chr17	46918535	46918735	0
chr6	24497500	24497700	0
chr11	86308355	86308555	0
chr16	50229736	50229936	0
chr7	37359876	37360076	0
chr19	46700955	46701155	0
chr5	88298956	88299156	0
chr16	26614356	26614556	0
chr3	178385876	178386076	0
chr1	10385855	10386055	0
chr6	35681296	35681496	0
chr20	2584896	2585096	0
chr17	62761756	62761956	0
chr10	35806355	35806555	0
chr19	38063426	38063626	0
chr9	69464656	69464856	0
chr11	14100596	14100796	0
chr19	43355156	43355356	0
chr22	42168736	42168936	0
chr1	51182115	51182315	0
chr7	133464665	133464865	0
chr6	158349675	158349875	0
chr16	53821456	53821656	0
chr11	103763436	103763636	0
chr11	98048716	98048916	0
chr15	43442826	43443026	0
chr18	58079486	58079686	0
chr4	39500175	39500375	0
chr15	55658216	55658416	0
chr10	17590276	17590476	0
chr7	13838796	13838996	0
chr6	68046046	68046246	0
chr15	70466655	70466855	0
chr21	48009336	48009536	0
chr19	56739696	56739896	0
chr12	83650496	83650696	0
chr16	10422225	10422425	0
chr5	104170836	104171036	0
chr2	82442316	82442516	0
chr16	73685576	73685776	0
chr8	23042676	23042876	0
chr12	118585135	118585335	0
chr15	81798515	81798715	0
chr22	38765356	38765556	0
chr6	151457695	151457895	0
chr20	51887795	51887995	0
chr20	52300215	52300415	0
chr21	21665855	21666055	0
chr6	34146615	34146815	0
chr1	63262036	63262236	0
chr1	53069695	53069895	0
chr1	30561995	30562195	0
chr3	20161275	20161475	0
chr7	142409256	142409456	0
chr1	40670596	40670796	0
chr15	31961240	31961440	0
chr3	54008486	54008686	0
chr5	80374715	80374915	0
chr4	97214936	97215136	0
chr3	184370375	184370575	0
chr5	162793846	162794046	0
chr2	136912095	136912295	0
chr7	148036275	148036475	0
chr1	230720895	230721095	0
chr5	145721455	145721655	0
chr3	17440595	17440795	0
chr18	32739105	32739305	0
chr3	165664215	165664415	0
chr18	13369795	13369995	0
chr12	32240336	32240536	0
chr11	3769016	3769216	0
chr6	122819416	122819616	0
chr17	3603936	3604136	0
chr2	78872116	78872316	0
chr11	766856	767056	0
chr19	32742976	32743176	0
chr11	71974435	71974635	0
chr5	173678716	173678916	0
chr7	101965555	101965755	0
chr11	86758126	86758326	0
chr3	177608096	177608296	0
chr18	76021216	76021416	0
chr19	17591936	17592136	0
chr2	114356635	114356835	0
chr20	55698235	55698435	0
chr1	191044116	191044316	0
chr3	195599776	195599976	0
chr6	160985875	160986075	0
chr10	94020756	94020956	0
chr1	185547556	185547756	0
chr12	70754095	70754295	0
chr1	201381195	201381395	0
chr3	8383536	8383736	0
chr1	34785736	34785936	0
chr12	54634036	54634236	0
chr17	56282166	56282366	0
chr12	72227355	72227555	0
chr5	89791076	89791276	0
chr1	1268275	1268475	0
chr2	83211536	83211736	0
chr19	1085156	1085356	0
chr5	163546915	163547115	0
chr19	44135705	44135905	0
chr4	46091796	46091996	0
chr6	157146695	157146895	0
chr2	202440956	202441156	0
chr1	1041915	1042115	0
chr21	20088016	20088216	0
chr1	84170696	84170896	0
chr8	86436635	86436835	0
chr12	82745326	82745526	0
chr8	26723080	26723280	0
chr6	157838135	157838335	0
chr1	190462396	190462596	0
chr7	145171215	145171415	0
chr4	80176915	80177115	0
chr12	7636056	7636256	0
chr7	1124976	1125176	0
chr10	66777176	66777376	0
chr5	79749216	79749416	0
chr7	35645416	35645616	0
chr1	225224095	225224295	0
chrX	70868956	70869156	0
chr7	29247146	29247346	0
chr2	103308536	103308736	0
